input_ville,input_pays,input_aeroport,climat_details,hebergement_moyen_eur_nuit,periode_recommandee,prix_vol_par_mois,tags
Lisbon,Portugal,Paris (CDG),"Lisbonne bénéficie d'un climat tempéré de type méditerranéen avec une influence atlantique, assurant des températures clémentes toute l'année. Les étés (juin-août) sont chauds et ensoleillés avec des maximales moyennes autour de 26-29°C, tempérées par la brise marine. Les hivers (décembre-février) sont doux avec des températures moyennes entre 9°C et 16°C, mais sont les mois les plus humides. Le printemps et l'automne sont doux et majoritairement ensoleillés.",170,"Le printemps (avril à juin) et le début de l'automne (septembre à octobre) sont les périodes les plus recommandées, offrant un temps agréable et ensoleillé avec moins de foule. L'été (juillet et août) est très chaud et ensoleillé, idéal pour les festivals, mais aussi plus fréquenté. L'hiver (novembre à février) est plus doux mais peut être pluvieux.","[70, 80, 70, 120, 150, 180, 250, 250, 100, 140, 90, 85]","[""Culture"", ""Histoire"", ""Gastronomie"", ""Panoramas"", ""Fado"", ""Tramway"", ""Excursions""]"
Brazzaville,Republic of the Congo,Paris (CDG),"Brazzaville bénéficie d'un climat tropical, avec une saison sèche de juin à septembre et une saison des pluies d'octobre à mai. Les températures moyennes oscillent autour de 25°C toute l'année. La grande saison des pluies s'étend d'octobre à décembre, suivie d'une petite saison sèche en janvier et février avec des températures élevées (30-35°C). Une petite saison des pluies a lieu de mars à avril, avant la grande saison sèche (mai à septembre) où les pluies sont rares et les températures peuvent descendre jusqu'à 15-16°C.",120,Juin à Septembre,"[1180, 1150, 1012, 1250, 1100, 1050, 1450, 1555, 1350, 1200, 926, 941]","[""Climat Tropical"", ""Saison Sèche"", ""Saison des Pluies"", ""Afrique Centrale"", ""Nature"", ""Voyage""]"
Kigali,Rwanda,Paris (CDG),"Kigali bénéficie d'un climat tropical de montagne, tempéré par son altitude d'environ 1500 mètres. Les températures sont agréablement chaudes et stables toute l'année, avec une moyenne autour de 22°C. Il y a deux saisons sèches (de juin à août et de décembre à février) et deux saisons des pluies plus marquées (de mars à avril et d'octobre à novembre).",55,Juin à Septembre et Décembre à Février,"[650, 580, 520, 550, 600, 700, 850, 780, 680, 620, 570, 650]","[""Safari"", ""Culture"", ""Nature"", ""Histoire"", ""Ville moderne""]"
Apia,Samoa,Paris (CDG),"Le climat des Samoa est tropical, chaud et humide toute l'année, avec une température moyenne constante autour de 28-30°C. La saison sèche, de mai à octobre, est caractérisée par moins de précipitations et plus d'ensoleillement. La saison humide, de novembre à avril, connaît des averses plus fréquentes et un risque de cyclones. La température de la mer est chaude toute l'année, variant de 28°C à 29.5°C.",76,Mai à Octobre,"[2250, 2200, 2150, 2300, 2600, 2700, 2700, 2750, 2650, 2500, 2350, 2200]","[""Plages"", ""Tropical"", ""Culture"", ""Nature"", ""Randonnée"", ""Océanie""]"
Gorée Island,Senegal,Paris (CDG),"L'Île de Gorée possède un climat désertique chaud et sec (BWh). La meilleure période pour visiter est la saison sèche (de novembre à mai) où les températures sont plus agréables et les précipitations faibles. La saison des pluies, de juin à octobre, se caractérise par des averses tropicales et une humidité plus élevée, bien que les températures restent chaudes.",70,Novembre à Mai,"[600, 580, 500, 650, 680, 700, 850, 800, 650, 480, 550, 750]","[""Patrimoine Mondial UNESCO"", ""Île Historique"", ""Culturel"", ""Plage"", ""Ferry Accessible""]"
Durban,South Africa,Paris (CDG),"Durban bénéficie d'un climat subtropical avec des hivers doux et secs (mai à août) et des étés chauds et pluvieux (novembre à mars). La mer est généralement chaude toute l'année, idéale pour la baignade de décembre à mai.",65,Mai à Août,"[907, 750, 800, 850, 700, 780, 950, 980, 670, 920, 878, 901]","[""plages"", ""culture indienne"", ""safari"", ""sports nautiques"", ""nature"", ""gastronomie""]"
Bled,Slovenia,Paris (CDG),Climat subalpin doux. Étés confortables et pluvieux avec des températures moyennes maximales de 24-26°C en juillet. Hivers glacials et neigeux avec des températures moyennes minimales de -5°C à -2°C en janvier. La température varie généralement de -5°C à 26°C sur l'année.,145,Mai à Septembre (pour activités estivales) ; Octobre à Mars (pour sports d'hiver),"[170, 160, 180, 200, 220, 250, 280, 300, 161, 190, 170, 160]","[""Lac de Bled"", ""Château de Bled"", ""Gorges de Vintgar"", ""Randonnée"", ""Sports nautiques"", ""Nature"", ""Montagne"", ""Culture""]"
Bilbao,Spain,Paris (CDG),"Bilbao bénéficie d'un climat océanique tempéré, caractérisé par des hivers doux et pluvieux, et des étés doux ou agréablement chauds. Les précipitations sont assez abondantes, avec un maximum d'octobre à avril et un minimum (peu marqué) en été. La température moyenne annuelle est d'environ 14°C.",125,"De mai à octobre pour les activités de plein air, avec une préférence pour juin à mi-septembre pour un temps plus chaud et sec. Mars, avril, mai, juin et septembre sont également de bonnes périodes pour un climat agréable sans la saturation touristique de la haute saison.","[90, 80, 75, 110, 100, 130, 160, 170, 140, 120, 85, 95]","[""Musée Guggenheim"", ""Pintxos"", ""Casco Viejo"", ""Architecture moderne"", ""Gastronomie"", ""Culture basque"", ""Rivière Nervión"", ""Funiculaire d'Artxanda"", ""Vieille ville"", ""Shopping""]"
Asturias,Spain,Paris (CDG),"Le climat des Asturies est frais et humide, fortement influencé par l'océan Atlantique. Les hivers sont doux et pluvieux, tandis que les étés sont frais, nuageux et moins pluvieux. Le brouillard est fréquent toute l'année, notamment le long de la côte et dans les vallées. La température moyenne annuelle est d'environ 14°C.",83,"Juin à Septembre (pour un climat plus sec et ensoleillé), Mai et Octobre (pour les côtes hors saison).","[150, 160, 60, 120, 110, 180, 220, 250, 170, 130, 90, 70]","[""nature"", ""montagne"", ""côte"", ""culture"", ""gastronomie"", ""cidre"", ""villages charmants"", ""randonnée"", ""plages""]"
Zermatt,Switzerland,Paris (CDG),"Climat montagnard froid, hivers très froids (souvent sous zéro) avec chutes de neige abondantes, et étés frais à doux avec de possibles orages l'après-midi. La température moyenne annuelle est d'environ 4.5°C.",624,"Juillet à Septembre pour la randonnée et le tourisme général, Décembre à Avril pour le ski.","[180, 89, 133, 130, 150, 180, 228, 215, 84, 140, 120, 200]","[""Ski"", ""Randonnée"", ""Cervin"", ""Montagne"", ""Village sans voiture"", ""Alpinisme"", ""VTT"", ""Famille"", ""Bien-être"", ""Glaciers""]"
Chiang Mai,Thailand,Paris (CDG),"Chiang Mai bénéficie d'un climat tropical avec trois saisons principales : une saison fraîche et sèche de novembre à février (températures agréables, nuits fraîches), une saison chaude et sèche de mars à mai (très chaude, parfois brumeuse) et une saison des pluies de juin à octobre (averses fréquentes, humidité élevée).",35,Novembre à Mars,"[800, 850, 900, 850, 700, 650, 1000, 950, 550, 600, 650, 900]","[""Culture"", ""Nature"", ""Marchés"", ""Économique""]"
Kairouan,Tunisia,Paris (CDG),"Kairouan a un climat méditerranéen tempéré, caractérisé par des étés très chauds et secs (pouvant atteindre plus de 40°C) et des hivers longs, frais et dégagés. Les précipitations annuelles sont faibles.",86,Mars à Mai et Septembre à Novembre,"[142, 150, 120, 200, 220, 280, 350, 380, 250, 200, 180, 220]","[""Historique"", ""Culturel"", ""Islamique"", ""Patrimoine UNESCO"", ""Médina"", ""Artisanat"", ""Souks"", ""Tapis""]"
Kampala,Uganda,Paris (CDG),"Le climat en Ouganda est de type tropical avec des températures constantes. Il y a deux saisons sèches (Décembre à Février et Juin à Août) qui offrent le temps le plus agréable, et deux saisons des pluies (Mars à Mai et Octobre à Novembre) avec des précipitations abondantes.",51,Décembre à Février et Juin à Août,"[675, 650, 480, 550, 500, 700, 797, 718, 600, 450, 470, 750]","[""Safari"", ""Gorille de montagne"", ""Chimpanzés"", ""Faune sauvage"", ""Lac Victoria"", ""Culture"", ""Aventure"", ""Perle de l'Afrique"", ""Big Five"", ""Observation des oiseaux""]"
Minneapolis,United States,Paris (CDG),"Minneapolis a un climat continental avec des hivers très froids, neigeux et venteux, et des étés chauds et orageux. C'est l'une des villes les plus froides des États-Unis en hiver, avec des températures en janvier avoisinant les -9°C. Les étés sont agréables, avec des températures moyennes en juillet autour de 23-28°C, propices aux activités de plein air, bien que des périodes de chaleur intense et des orages puissent survenir.",150,Mai à Septembre,"[380, 450, 585, 650, 750, 900, 1000, 950, 800, 700, 600, 650]","[""Culture"", ""Nature"", ""Gastronomie"", ""Musique"", ""Shopping""]"
Denver,United States,Paris (CDG),"Denver jouit d'un climat continental semi-aride avec des hivers très froids et neigeux, et des étés chauds à très chauds. La température varie généralement de -6 °C à 31 °C. La ville est caractérisée par de forts écarts de température entre le jour et la nuit, ainsi que par des changements météorologiques rapides, influencés parfois par le chinook, un vent chaud et sec. Le ciel est souvent partiellement nuageux tout au long de l'année.",170,De mi-mai à début septembre (pour les activités estivales et le beau temps) et de mi-septembre à début octobre (pour les saisons intermédiaires agréables).,"[700, 650, 720, 780, 820, 880, 992, 930, 850, 750, 620, 750]","[""Mile High City"", ""Montagnes Rocheuses"", ""Activités de plein air"", ""Culture et Musées"", ""Gastronomie et Bières artisanales"", ""Street Art"", ""Road Trip""]"
Glasgow,United Kingdom,Paris (CDG),"Glasgow bénéficie d'un climat océanique caractérisé par des étés frais et souvent nuageux, et des hivers longs, très froids, pluvieux et venteux. C'est l'une des villes les plus pluvieuses du Royaume-Uni.",100,"Juin à août (pour le climat le plus doux), ou avril-mai et septembre-octobre pour des températures agréables et potentiellement des tarifs plus bas.","[66, 57, 59, 80, 100, 120, 150, 140, 64, 90, 91, 84]","[""Culture"", ""Musique"", ""Architecture"", ""Shopping"", ""Musées"", ""Vie nocturne""]"
Ushuaia,Argentina,Paris (CDG),"Le climat d'Ushuaia est océanique froid (subpolaire), caractérisé par des étés frais et nuageux (températures moyennes de 8°C à 15°C) et des hivers très froids, neigeux et partiellement nuageux (températures moyennes de -1°C à 5°C). Le vent est présent toute l'année, et les précipitations sont fréquentes mais non abondantes.",88,Décembre à Mars,"[1598, 1201, 1071, 1491, 1059, 1342, 1793, 1597, 1150, 1300, 1299, 1590]","[""Fin du Monde"", ""Patagonie"", ""Parc National Tierra del Fuego"", ""Canal Beagle"", ""Randonnée"", ""Glaciers"", ""Faune"", ""Antarctique"", ""Train du bout du monde""]"
Tucson,United States,Paris (CDG),"Tucson bénéficie d'un climat subtropical semi-désertique, caractérisé par des hivers très doux et secs et des étés très chauds et humides en raison de la mousson nord-américaine. Le soleil est présent toute l'année. Les températures varient généralement de 5°C à 39°C. Juillet est le mois le plus chaud (moyenne maximale de 38°C), tandis que Décembre est le plus froid (moyenne minimale de 6°C). L'humidité est généralement faible. Les précipitations annuelles sont d'environ 270 à 355 mm.",120,"Janvier à Mai et Septembre à Décembre (pour un temps ensoleillé et des températures agréables), avec une affluence plus forte en hiver (Décembre-Février) et des prix potentiellement plus bas en Avril, Mai ou Octobre.","[680, 690, 660, 750, 780, 850, 820, 600, 650, 700, 730, 800]","[""Désert de Sonora"", ""Cactus Saguaro"", ""Randonnée"", ""Activités de plein air"", ""Culture amérindienne"", ""Culture hispanique"", ""Arizona-Sonora Desert Museum"", ""Saguaro National Park"", ""Mission San Xavier del Bac"", ""Pima Air & Space Museum"", ""Old Tucson Studio"", ""Sabino Canyon""]"
Pittsburgh,United States,Paris (CDG),"Climat continental avec des hivers très froids et neigeux, et des étés chauds et orageux. Les températures varient généralement de -5°C à 29°C.",130,Mai à Octobre,"[450, 550, 650, 750, 800, 900, 950, 900, 800, 700, 600, 450]","[""Culture"", ""Histoire"", ""Sports"", ""Musées"", ""Vues Panoramiques"", ""Gastronomie"", ""Famille""]"
Adelaide,Australia,Paris (CDG),"Climat méditerranéen avec des étés chauds, secs et ensoleillés (températures moyennes maximales autour de 29°C de décembre à février) et des hivers doux et plus pluvieux (températures moyennes maximales autour de 15-16°C de juin à août).",110,Octobre à Mai,"[1350, 1300, 1150, 1100, 1050, 950, 900, 950, 1000, 1100, 1200, 1400]","[""Culture"", ""Vins"", ""Plages"", ""Nature"", ""Festivals"", ""Gastronomie"", ""Marchés"", ""Architecture""]"
Manama,Bahrain,Paris (CDG),"Manama bénéficie d'un climat aride caractérisé par deux saisons principales. L'hiver (d'octobre à avril) est doux, avec des températures maximales moyennes entre 20°C et 23°C de décembre à février. L'été (de mai à octobre) est particulièrement chaud et humide, avec des températures pouvant atteindre 39°C en journée et ne descendant pas en dessous de 29°C la nuit de juin à septembre. Les pluies sont rares et se produisent principalement de novembre à avril.",150,"De novembre à mars est la période la plus recommandée, avec des températures douces et agréables. Les mois de juin à septembre sont à éviter en raison de la chaleur intense.","[534, 590, 550, 580, 620, 645, 630, 645, 470, 500, 550, 645]","[""Culture"", ""Histoire"", ""Architecture"", ""Souks"", ""Désert"", ""Plages""]"
La Paz,Bolivia,Paris (CDG),"Le climat de La Paz est caractérisé par des étés courts, frais et nuageux, et des hivers courts, très froids, secs et partiellement nuageux. Les températures moyennes annuelles varient généralement de -2 °C à 15 °C. Les mois les plus pluvieux sont janvier, février et mars. La ville est située à une altitude élevée (3600m à plus de 4000m à El Alto), ce qui rend l'air sec et souvent frais.",75,Avril à Octobre,"[688, 950, 459, 1050, 1000, 1150, 1450, 1350, 950, 1350, 935, 813]","[""culture"", ""haute altitude"", ""marchés traditionnels"", ""montagnes des Andes"", ""lac Titicaca"", ""route de la mort"", ""randonnée"", ""Tiwanaku""]"
Montevideo,Uruguay,Paris (CDG),"Montevideo bénéficie d'un climat subtropical humide avec quatre saisons distinctes. Les étés (décembre à février) sont chauds et humides, avec une température moyenne en janvier d'environ 23,2 °C. Les hivers (juin à août) sont frais et doux, avec une température moyenne en juillet d'environ 10,6 °C. Les précipitations sont modérées et réparties tout au long de l'année, augmentant légèrement au printemps et en automne.",54,"De décembre à mars pour le temps chaud et les plages, ou d'octobre à novembre et de mars à mai pour un climat doux et agréable.","[1165, 1100, 1050, 1150, 1200, 1350, 1450, 1300, 1200, 1250, 1300, 1300]","[""Culture"", ""Plages"", ""Gastronomie""]"
